Customer ID,Name,Gender,Age,Email Address,Dietary Preferences,Food Allergies,Health Condition,Disliked Foods,Cooking Skill Level,Budget Range,Common Ingredients,Last Active Time,cannot_eat,Household Size
65c78d80-d833-4998-a4ad-7e65a5959699,Gregory Gonzalez,Male,70,denise78@example.org,東南亞式,芥末,無,"['干貝', '菱角', '芹菜', '花白菜', '韭菜', '桂竹筍']",Intermediate,Medium,Chicken,2024-05-06 10:48:14,無,
69958f41-2d8c-4f00-aa2d-e41f75f4ef51,Keith Hess,Female,73,jeffrey91@example.com,韓式,貝類,無,"['酪梨', '蟹類', '芹菜', '蒲瓜', '絲瓜', '綠竹筍']",Expert,Low,Eggs,2023-09-24 05:36:34,無,
032c1277-fcbe-4fd4-9f4e-d71ee9b587e1,Elizabeth Watson,Female,51,anthonyjones@example.org,西式,大豆,無,['櫛瓜'],Intermediate,Medium,Eggs,2023-03-18 22:54:24,無,
097a59f3-2f9f-4db8-b0b1-576761d8c2e4,Susan Smith,Female,56,phillipsmatthew@example.net,西式,魚,無,['青江菜'],Expert,Medium,Chicken,2023-11-13 21:39:58,無,
ce0cbfb4-7d64-4c8e-8141-849001f8b23b,Ashlee Friedman,Male,64,lbeasley@example.org,歐式,小麥,無,"['蒜頭', '杏鮑菇', '蟹類', '金針菇', '茼蒿', '蘋果']",Expert,Low,Chicken,2024-03-29 19:04:38,無,
87c5b336-c74b-4f21-9f85-410dad650e00,Paul Hahn,Male,72,tanya39@example.net,東南亞式,芝麻,無,"['蘿蔔', '大黃瓜', '酪梨', '長豆']",Expert,Low,Chicken,2023-05-04 18:48:50,無,
96c806f2-5788-4d0e-9ed2-cf39ca19ea5f,Christian Smith,Female,59,ashley58@example.com,日式,魚,無,"['蘿蔔', '皇宮菜', '大頭菜', '茼蒿', '草莓']",Beginner,Medium,Rice,2022-08-11 03:03:19,無,
3f25f2b1-80c5-4a92-b807-b3b37efb45ea,Stephanie Vance,Male,75,sergiowilson@example.net,日式,芝麻,無,"['豆皮', '海藻類', '透抽', '水蓮', '大頭菜', '抱子芥菜']",Intermediate,Low,Chicken,2023-05-16 13:11:42,無,
7ab2f37d-ec7a-4f1a-bfca-2bb0ff6dee6e,Kimberly Arnold,Female,58,fwilliams@example.org,韓式,芹菜,無,"['抱子芥菜', '芒果', '海藻類', '秋葵', '花白菜', '莧菜']",Expert,Medium,Eggs,2024-04-11 07:25:59,無,
a3b4b1ca-cd31-4f16-87f5-e4efde650795,Alison Mercado,Male,51,kwilliamson@example.net,韓式,芝麻,無,"['茭白筍', '蓮藕']",Beginner,Medium,Rice,2022-12-17 06:22:49,無,
046fb43d-f4fb-45bb-b8e7-e5db4baee3bc,Caleb Johnson,Male,72,peterwilkerson@example.org,韓式,芝麻,無,"['紅蔥頭', '地瓜', '小白菜', '大黃瓜', '絲瓜', '玉米']",Beginner,High,Rice,2023-08-17 11:23:09,無,
225238fc-23a9-4e3d-8bed-7192869c2fac,Jennifer Ross,Female,76,stephanie19@example.org,東南亞式,堅果,無,"['冬瓜', '鯧魚', '蛋', '草莓', '玉米', '蘆筍']",Beginner,Low,Eggs,2024-04-30 15:38:12,無,
8d89c528-7516-405b-bf17-919fadf3091a,Jill Andrade,Male,72,smithapril@example.com,韓式,無,無,['蒲瓜'],Intermediate,High,Chicken,2022-05-10 01:02:24,無,
7d8a2dd5-344b-453c-87b1-2a29eb6a9e9d,Daniel Moore,Male,76,susan80@example.org,中式,花生,無,"['花椰菜', '四季豆', '栗子', '芋頭', '羊肉']",Intermediate,Medium,Chicken,2023-05-18 04:55:17,無,
37010c62-2a5c-456f-b554-1f146dca6f9c,Monica Ray,Female,53,jacobvargas@example.net,東南亞式,堅果,無,"['洋蔥', '南瓜', '魚類', '金針菇', '鯧魚', '韭菜']",Beginner,High,Chicken,2023-07-30 16:45:40,無,
da15247a-4dcd-467f-80dc-68f1a3c9016e,James Bishop,Male,45,woodshannon@example.com,中式,堅果,無,"['花椰菜', '芹菜', '絲瓜']",Beginner,High,Rice,2022-11-18 01:14:15,無,
acce6b46-adf5-4fc4-ae74-f744e4f7b86c,Henry Frye,Female,67,samantharoberts@example.org,歐式,大豆,無,"['干貝', '鮮蝦', '蒲瓜', '桂竹筍', '芒果']",Intermediate,Low,Rice,2022-07-31 03:34:57,無,
d243a377-6b48-4269-a661-c18298e77516,Desiree Bond,Male,80,jonesralph@example.com,中式,花生,無,"['荔枝', '花椰菜', '水果', '大黃瓜']",Expert,Low,Rice,2023-06-29 22:32:37,無,
60d9939d-2c25-440b-91c7-774beb9f8f81,Charles Gilbert,Female,47,rodney88@example.org,中式,貝類,無,"['大黃瓜', '青椒', '蒲瓜', '薑', '豆干', '玉米']",Beginner,Medium,Eggs,2024-02-28 12:16:02,無,
b70555ff-62f9-4c65-be20-c8b9b3ad0334,Michele Bennett,Female,54,jacobsmario@example.com,西式,無,無,"['烏魚', '南瓜', '絲瓜', '菠菜', '芥菜']",Expert,Low,Rice,2022-09-29 11:07:39,無,
5cc5fdac-26ef-47e6-9bd0-4011b13449a4,Julie Burns,Male,65,wilsonstephanie@example.org,印度式,牛奶,無,"['玉米筍', '抱子芥菜']",Intermediate,High,Eggs,2023-01-12 12:52:04,無,
9ea65736-1c28-4709-8746-91d26499735c,Shane Smith,Male,62,jacquelinemoran@example.net,日式,無,無,"['地瓜', '洋蔥', '芥菜', '絲瓜', '青江菜']",Beginner,Low,Rice,2023-01-02 16:09:52,無,
1d778652-29fd-4f65-868b-a217067c325e,Dennis Smith,Female,54,hlandry@example.com,西式,魚,無,"['玉米', '青椒', '番茄', '馬鈴薯', '菠菜']",Intermediate,High,Chicken,2022-10-14 19:01:50,無,
95ac2bac-ced7-4267-86b0-5a0e5a09ba76,Travis Erickson,Female,80,fhouston@example.net,中式,蛋,無,"['空心菜', '青江菜']",Intermediate,Low,Rice,2023-03-20 07:11:09,無,
ce5afbdf-1041-4633-8e9e-8cc1debe1858,Michael Powell,Female,65,austin73@example.net,歐式,芹菜,無,['薑'],Beginner,High,Eggs,2022-10-26 07:36:00,無,
ecb0f90a-2831-4d5d-b227-2d8514eeabad,Linda Briggs,Female,59,kimberly88@example.net,韓式,芥末,無,"['藜麥', '烏魚', '韭菜', '長豆']",Beginner,Medium,Chicken,2022-09-17 12:01:37,無,
be5d2421-7158-44ce-be3b-8c0e1136d768,Tammy Valentine,Male,53,amybarry@example.com,日式,堅果,無,"['茼蒿', '青江菜', '花白菜', '蘿蔔', '蟹類']",Intermediate,High,Chicken,2022-10-04 14:03:32,無,
83e6e704-2c39-42dd-a9b3-82f4fd9f53d7,Theresa Patrick,Male,78,alawson@example.net,日式,無,無,['水果'],Intermediate,Medium,Chicken,2023-11-11 15:30:06,無,
15bafcaf-3635-4a71-85af-02b382d7c09f,Danielle Gilmore,Female,77,sarahgomez@example.com,中式,芹菜,無,['皇帝豆'],Intermediate,Low,Eggs,2023-09-11 17:41:57,無,
fee0990a-67dc-47e6-8f6d-20d46e771a1a,Misty Gomez,Male,68,brandyfoster@example.org,韓式,芹菜,無,"['茄子', '冬瓜', '水果', '苦瓜', '油菜', '綠竹筍']",Intermediate,Low,Eggs,2024-04-21 22:30:10,無,
a2a60c84-b70d-4e5e-9137-a259bf0f76fa,Mr. Robert Kim MD,Male,72,dcruz@example.org,歐式,蛋,無,"['油菜', '秋葵']",Intermediate,High,Chicken,2023-06-17 02:37:02,無,
0e9e6464-6721-404c-a312-d39816cffc3d,Michael Schmitt,Female,68,jerry13@example.com,歐式,芥末,無,"['鯧魚', '香蕉', '羊肉', '豆腐', '蓮藕']",Beginner,Medium,Rice,2024-04-05 23:04:13,無,
ce7dba72-739e-4438-b01c-9558e32e7b65,Christian Turner,Female,75,lopezhailey@example.org,東南亞式,堅果,無,"['小黃瓜', '桂竹筍']",Beginner,Low,Rice,2023-10-18 08:15:00,無,
7b3e7ba5-1a9d-42e8-8e9b-8640e8d46ac7,Megan Charles,Male,71,eday@example.org,東南亞式,堅果,無,"['透抽', '小黃瓜']",Beginner,High,Chicken,2023-05-26 14:54:19,無,
ad022921-49b7-484e-a80d-653b3c9d4689,Donna Lopez,Male,51,cnicholson@example.com,西式,芹菜,無,"['山藥', '薑']",Expert,High,Rice,2022-09-17 07:42:12,無,
e7d8559c-15a7-4cdf-a5dc-dfd8c0ecb0e3,Thomas Thomas,Male,73,timothyroman@example.net,韓式,無,無,"['秋葵', '綠竹筍', '雞肉', '豆腐', '菱角', '油菜']",Expert,High,Rice,2022-10-12 21:51:42,無,
b2e7d84c-3c9b-44f6-9551-b1c87bf34069,Kimberly Thornton,Female,72,lpierce@example.net,中式,無,無,['水果'],Expert,High,Rice,2023-06-12 08:54:18,無,
d4548244-b748-44a9-b556-6a9ca609fd73,Derek Cole,Male,48,michael53@example.org,韓式,芥末,無,"['小白菜', '菱角', '烏魚子']",Expert,High,Eggs,2023-04-14 08:52:42,無,
18de2e55-f7ad-4bf8-a229-9c1d647c4655,Joseph Young,Female,51,lryan@example.net,歐式,芝麻,無,"['皇帝豆', '櫛瓜', '木耳', '苦瓜', '魚類', '馬鈴薯']",Intermediate,High,Eggs,2023-08-17 11:33:45,無,
9875c569-4444-4a3b-9e11-8fe8eb5822af,William Holden,Male,77,gcallahan@example.org,中式,堅果,無,['菠菜'],Beginner,Medium,Eggs,2023-03-01 00:49:35,無,
947ccbeb-3d6e-4cf8-a810-ff94bcdd9e8e,Jeremy Harris,Male,79,nicholas19@example.com,日式,大豆,無,"['苦瓜', '香蕉', '青江菜', '豆皮', '蒜頭']",Beginner,Medium,Rice,2022-05-31 11:04:07,無,
7c6e2da3-3025-41cf-8287-bf495c2cf35f,Kevin Dougherty,Male,59,fowlerelizabeth@example.org,日式,蛋,無,"['玉米筍', '青椒', '菠菜', '韭菜']",Expert,High,Rice,2022-11-05 06:56:28,無,
e1a56b73-c7ad-4d44-90bd-6204c63d4b74,Julie Smith,Female,50,mclayton@example.net,西式,蛋,無,"['莧菜', '桂竹筍', '栗子']",Intermediate,High,Chicken,2023-10-02 20:45:10,無,
9809aa84-71fe-4a63-925f-060a39bedb14,Ashley Garcia,Male,54,taradean@example.net,歐式,大豆,無,"['鮮蝦', '香蕉', '豆皮', '玉米筍']",Intermediate,Low,Rice,2023-06-24 11:58:49,無,
46100a3e-059b-4015-b551-5b6992947445,Tina Rodriguez,Female,68,olarson@example.com,中式,大豆,無,"['蘆筍', '秋葵', '貝類']",Beginner,High,Rice,2024-04-19 02:30:16,無,
f6af132a-0aca-4bea-ae73-63d3f00a2e1c,Jesse Steele,Female,73,nunezdaniel@example.com,西式,芥末,無,"['馬鈴薯', '茭白筍', '豬肉', '酪梨', '玉米筍']",Beginner,High,Rice,2024-02-12 18:02:22,無,
52490d49-351a-4ac4-9fd2-5678691b1451,Eddie Patel,Female,68,powellshirley@example.org,中式,芝麻,無,['絲瓜'],Intermediate,Low,Eggs,2023-03-24 06:59:16,無,
9b1384ef-d628-4e78-bc3b-02b79f00552b,Wendy Clark,Female,67,oshaffer@example.com,西式,芥末,無,"['茄子', '茼蒿']",Beginner,Medium,Eggs,2022-09-24 08:59:35,無,
fe395fee-b3d8-4539-91d7-d7fd84eb2c68,Ashley Foster,Male,54,james14@example.net,韓式,大豆,無,"['海鮮', '鮮蝦', '魚類', '花椰菜', '芹菜']",Expert,High,Chicken,2023-06-27 01:13:13,無,
6a97400b-bd84-4a16-9d1f-f72e803259bf,Peter Parsons,Female,55,tammycarr@example.org,中式,大豆,無,"['菠菜', '酪梨']",Intermediate,Low,Eggs,2022-07-07 01:49:28,無,
27b9e5f5-e9fe-4762-9743-4a215d7a139f,Mary Brown,Female,59,michelleguerra@example.com,日式,芹菜,無,"['青江菜', '蘋果', '番茄', '花白菜']",Expert,Medium,Rice,2022-10-09 17:29:43,無,
2ddd8525-7bec-421a-b7b6-6bb888d87329,Lauren Bell,Male,79,piercemicheal@example.net,歐式,魚,無,"['高麗菜', '豬肉']",Beginner,High,Eggs,2023-10-10 16:33:27,無,
75e5980c-9644-4a25-b6d9-5f6bdc4f45c6,Charles Simmons,Female,57,nsmith@example.net,日式,芝麻,無,"['水蓮', '南瓜', '木耳', '蓮子']",Expert,High,Rice,2022-07-13 06:41:39,無,
cd1283f7-8d63-4645-b9f6-f676e6523eed,Chelsea Gomez,Female,51,torreswilliam@example.com,歐式,芝麻,無,"['羊肉', '四季豆', '菇類', '藜麥']",Intermediate,High,Rice,2023-09-07 04:34:31,無,
6162d809-3597-4331-b459-930b280742d2,Amber Webb,Female,49,rramirez@example.org,歐式,堅果,無,"['葉菜', '番茄', '玉米筍', '油菜', '紅豆', '蓮藕']",Expert,High,Rice,2022-05-23 03:02:27,無,
031cff80-5706-483b-bdcb-793f5aa5af5d,Jorge Jones,Male,77,nolandonna@example.org,日式,芹菜,無,"['薑', '青江菜', '蓮子']",Beginner,Medium,Chicken,2023-08-12 19:42:09,無,
8344d05a-8b59-4722-836f-fc88f7245671,Allen Randall,Female,61,awagner@example.com,歐式,無,無,"['酪梨', '蟹類', '藜麥']",Beginner,Medium,Chicken,2022-08-25 20:30:37,無,
04852d57-0a10-420d-b799-7b97235e339a,Gregory Wall,Male,77,graveschristopher@example.org,印度式,花生,無,"['絲瓜', '大頭菜', '山藥', '花椰菜']",Beginner,Medium,Chicken,2023-02-20 03:46:10,無,
85f27811-1a8d-411f-ba9b-d834c6a4ca9a,Willie Stevens,Female,57,bill31@example.org,西式,無,無,"['綠竹筍', '大黃瓜']",Intermediate,Medium,Chicken,2022-07-29 08:45:11,無,
92998a05-0b6a-4794-90e1-38969e248089,Erik Matthews,Male,64,garythomas@example.org,日式,花生,無,['藜麥'],Beginner,Low,Rice,2024-03-03 12:41:03,無,
6ed9185a-34ef-4642-a247-ce02fb4f66df,Mary Collier,Female,52,ssmith@example.net,日式,無,無,"['海鮮', '茼蒿', '羊肉', '貝類']",Beginner,High,Rice,2023-01-04 15:36:30,無,
879bf459-c171-4256-b1f8-17ccd7e70582,Kathy Hartman,Male,63,bryantcassandra@example.net,韓式,小麥,無,"['芹菜', '芋頭', '茭白筍', '韭菜', '小白菜', '蒜頭']",Beginner,High,Rice,2023-01-07 05:15:16,無,
162f86b6-62d1-423c-834b-076f5144d32b,Carol Carroll,Female,54,doyleandrea@example.org,歐式,魚,無,"['魚類', '蒲瓜', '栗子']",Intermediate,Medium,Chicken,2023-07-11 00:08:42,無,
a0d79841-13e3-4a6a-8933-6cf99d3cf1ce,Judy Freeman,Male,65,cward@example.com,歐式,無,無,"['羊肉', '草莓', '山藥', '抱子芥菜', '南瓜', '芋頭']",Expert,High,Rice,2023-03-20 15:50:03,無,
2a6671c7-6fcd-4a01-a4da-ea9063af3762,Jeff Griffin,Female,61,mullenjillian@example.net,東南亞式,牛奶,無,"['鮑魚', '綠竹筍', '絲瓜', '海鮮', '油菜', '茭白筍']",Expert,Medium,Rice,2023-03-31 03:28:10,無,
4d41d589-fbc6-4239-bbbc-df835fcf732f,Jeanne Garcia,Male,51,patrickgonzalez@example.net,西式,無,無,"['青江菜', '空心菜', '豆皮', '蒲瓜', '菇類', '小白菜']",Intermediate,Low,Eggs,2022-06-24 11:57:22,無,
52e0f8f0-8e2b-42e9-8b54-e9b114805781,Rachel Kim,Male,80,alexandravelazquez@example.org,印度式,無,無,"['瓜果', '地瓜', '蟹類', '藜麥', '干貝', '番茄']",Beginner,Medium,Eggs,2022-06-04 16:56:06,無,
3ceadab6-763c-4213-87f0-2aa207c44fa6,Jessica Romero,Female,58,kennedyjennifer@example.net,東南亞式,芥末,無,['烏魚子'],Intermediate,High,Chicken,2022-07-21 04:36:18,無,
187058b3-2e81-4768-a245-0f47e2b27d2f,Jamie Reynolds,Male,65,jameswilliams@example.org,西式,無,無,"['芥菜', '茭白筍', '番茄', '玉米筍']",Expert,High,Rice,2024-02-06 22:36:04,無,
fde30438-8d29-4287-84a5-72aa94e50ef9,Kimberly Wilson,Female,51,randythompson@example.org,東南亞式,大豆,無,['洋蔥'],Expert,Low,Chicken,2022-07-07 14:47:15,無,
3e28b072-0b05-4d8b-b20e-3a7045b7d9ed,Theresa Schultz,Female,47,brian53@example.org,東南亞式,堅果,無,"['玉米筍', '四季豆', '大黃瓜', '韭菜', '蛋', '紅豆']",Expert,High,Rice,2023-09-18 13:59:09,無,
b194a569-9a63-4df9-8405-98412985f558,Ashlee Bowman,Female,77,mackenzieburke@example.org,中式,貝類,無,['芹菜'],Expert,Low,Eggs,2024-04-27 10:19:46,無,
1e21b066-7d2f-44b7-97c4-9030117840f1,David Andrews,Female,58,oconnorbianca@example.com,中式,魚,無,"['蘋果', '絲瓜']",Intermediate,Medium,Eggs,2022-05-21 23:57:18,無,
c1c22d5e-7815-4119-9120-bf22d1625f86,Javier Burns,Male,62,johnsonbenjamin@example.com,印度式,芝麻,無,['韭菜'],Intermediate,Medium,Chicken,2022-05-30 18:49:07,無,
1c2e7031-0715-473d-94bf-e30e39787bd0,Marcus Norman,Male,80,randyking@example.org,韓式,堅果,無,"['豆干', '大黃瓜', '豆腐', '桂竹筍', '高麗菜', '豬肉']",Intermediate,Medium,Eggs,2022-10-30 02:18:27,無,
55ce2d45-7c77-400f-ba10-adecca6068d5,Lynn Allen,Female,57,lynchjames@example.net,歐式,芝麻,無,"['青椒', '蒜頭', '鯧魚', '青江菜', '芋頭', '山藥']",Expert,Medium,Chicken,2024-05-05 16:50:04,無,
2badce2e-a13d-4d78-a501-00cf4ebc7982,Anthony Doyle,Female,68,hernandezmichael@example.net,印度式,大豆,無,"['貝類', '芥菜', '苦瓜']",Expert,Medium,Eggs,2022-11-18 08:32:16,無,
19c1a59b-7f22-4adb-806b-0e78984896c1,Patrick Bush,Male,47,theresa84@example.net,韓式,魚,無,"['鯧魚', '紅豆', '長豆']",Intermediate,Low,Eggs,2022-06-09 01:57:26,無,
89f4cb8e-aa95-424e-8823-f71f7fc1aa51,Christine Ali,Male,60,william17@example.org,印度式,貝類,無,"['玉米筍', '花白菜', '蟹類']",Beginner,Medium,Eggs,2023-07-13 00:51:20,無,
d6bc3af5-a5ec-46dd-95d3-b057c4265d07,Eric Peck,Male,56,douglasmiller@example.org,東南亞式,蛋,無,"['櫛瓜', '牛肉', '南瓜', '香蕉', '絲瓜', '蟹類']",Intermediate,High,Chicken,2023-04-21 06:33:20,無,
f40f4859-44d7-40de-869c-763ee84c8d91,Sarah Rojas,Female,64,julianwilson@example.com,中式,花生,無,"['蘋果', '蟹類']",Intermediate,Medium,Chicken,2023-02-25 05:33:04,無,
36e987b2-11e2-495e-a176-ca0db1d17ee5,Steven Brown,Male,74,david99@example.org,日式,芥末,無,['海鮮'],Intermediate,High,Rice,2023-12-20 22:28:26,無,
732f15c9-3b51-404b-a657-e3cff220938e,Zachary Kaiser,Female,68,howardpamela@example.org,韓式,魚,無,"['大頭菜', '韭菜', '南瓜', '雞肉', '苦瓜', '玉米']",Intermediate,Medium,Eggs,2023-05-23 04:29:56,無,
7a5604c9-0762-4e3d-9d4f-c52d2267a971,Taylor Cox,Female,51,derek66@example.net,韓式,魚,無,"['豆干', '蘋果', '馬鈴薯', '酪梨', '芥菜']",Intermediate,High,Chicken,2023-04-22 11:50:15,無,
e4136335-e433-4505-aafc-51e6bdb44e5e,Joshua Davis,Female,76,mullinswilliam@example.net,日式,芝麻,無,"['木耳', '小白菜', '豆皮']",Expert,Low,Eggs,2024-01-14 20:23:16,無,
7ad1b832-e653-46b0-b816-f70877d7c74a,Christopher Sanders,Female,47,calebbrown@example.net,印度式,無,無,"['蟹類', '綠竹筍', '花椰菜', '牛肉']",Beginner,Low,Eggs,2023-03-06 03:29:04,無,
45e95579-75cc-49b2-abd6-82be16ec1cd9,Amy Mcgrath,Female,46,houstonnathaniel@example.org,中式,花生,無,"['地瓜', '蘋果', '油菜', '葉菜', '荔枝', '木耳']",Expert,Medium,Eggs,2022-09-27 12:31:05,無,
cbf89b3f-8384-4989-8246-de4b79824192,Mckenzie Love,Male,80,lewisjacqueline@example.net,歐式,芝麻,無,"['抱子芥菜', '紅蔥頭', '菱角', '油菜']",Beginner,Medium,Chicken,2024-03-30 20:56:43,無,
896f9aef-72e6-4441-8991-78a59d9cedc7,Corey Richard MD,Male,50,gjohnson@example.com,東南亞式,芹菜,無,"['烏魚子', '山藥', '高麗菜', '菱角', '芋頭']",Intermediate,High,Chicken,2024-04-11 12:44:38,無,
baf7fa08-d138-4612-9612-2534834c3881,Craig Castillo,Male,77,cynthiaortega@example.com,東南亞式,大豆,無,"['櫛瓜', '豬肉', '荔枝', '芥菜', '鮮蝦']",Expert,Low,Eggs,2024-02-10 14:34:36,無,
0a1996ea-eb96-4d3e-981c-a83cab6d9ff4,Stephanie Williams,Male,65,kevinhinton@example.net,日式,魚,無,"['大黃瓜', '水果']",Expert,High,Eggs,2023-08-01 08:28:58,無,
9024773e-d075-4a7f-860b-b0070d3f15ee,Mr. Andrew Davis,Male,56,charles92@example.org,西式,芝麻,無,"['蓮子', '金針菇', '透抽']",Expert,Low,Eggs,2022-08-05 14:58:16,無,
640cc43d-01c7-4a08-8b84-2680e349d228,Deborah Ryan,Female,66,heidi82@example.org,中式,芝麻,無,"['栗子', '菱角', '抱子芥菜', '水果', '透抽', '空心菜']",Beginner,Low,Rice,2023-08-16 02:49:08,無,
357df833-2853-4714-b097-bb5b2f7e5ee9,Cynthia Gonzalez,Female,45,williamsscott@example.com,日式,貝類,無,['干貝'],Beginner,High,Rice,2023-05-23 00:03:11,無,
8a7b6641-a19f-47c4-95d1-a122a996f081,Lisa Jensen,Female,60,vcurtis@example.com,東南亞式,蛋,無,"['烏魚', '紅蔥頭', '水蓮', '菇類', '羊肉', '櫛瓜']",Beginner,Low,Chicken,2023-06-07 17:15:06,無,
6e78d8b7-1a39-4644-956d-fe67f6124480,Timothy Hill,Female,78,robert81@example.org,中式,無,無,"['貝類', '茼蒿']",Expert,Medium,Eggs,2023-01-28 08:43:29,無,
6088dabe-5e86-4c7e-8eae-6815759f92c5,Eric Perez,Female,58,epowell@example.net,東南亞式,貝類,無,"['花椰菜', '紅豆', '烏魚']",Beginner,Low,Chicken,2023-02-23 19:27:11,無,
0a293307-689d-485e-8f62-71e15a841189,William Brooks,Female,76,msharp@example.com,中式,芥末,無,['水果'],Beginner,High,Eggs,2022-11-01 23:16:24,無,
6cf06622-a042-4b73-a2e4-f094ad37a3fe,Amber Thomas,Female,66,cindy35@example.net,印度式,芝麻,無,"['魚類', '花白菜', '莧菜', '韭菜']",Expert,Medium,Chicken,2024-01-18 16:38:40,無,
afb1d70a-2ef8-422e-82ae-b84fb3593d4c,Jennifer Pena,Female,55,danielmartin@example.net,東南亞式,牛奶,無,"['鮑魚', '青江菜', '透抽', '烏魚', '長豆', '小白菜']",Beginner,High,Chicken,2023-06-26 10:49:20,無,
940b846a-261e-43e4-96fe-c12ee8fa0dca,Cameron Mercado,Female,63,carolinedaniel@example.org,日式,花生,無,"['大黃瓜', '魚類', '透抽']",Beginner,High,Chicken,2022-06-13 08:43:51,無,
aee8c57f-7b6e-43dc-bbd3-e8542d271943,Derek Rogers,Male,52,williamsalexa@example.com,韓式,小麥,無,"['青椒', '冬瓜']",Intermediate,Low,Chicken,2023-12-14 23:44:59,無,
293ed9b4-c011-4b7b-82eb-c5314aa4bcd0,Theresa Le,Female,74,william01@example.net,西式,蛋,無,"['蛋', '苦瓜', '馬鈴薯', '茄子']",Expert,Low,Eggs,2022-06-02 05:53:39,無,
5ca4bf5b-14c5-43c8-9f77-3f4aa303e569,Nicholas Ball,Female,73,proctorbrian@example.org,東南亞式,貝類,無,"['大黃瓜', '紅豆', '菇類', '苦瓜']",Beginner,Low,Rice,2022-08-08 22:51:29,無,
b18c1789-3cd7-4c9a-a656-edc8973b0866,Lynn Glover,Male,50,paul94@example.org,印度式,魚,無,['葉菜'],Expert,Medium,Chicken,2022-05-19 17:09:13,無,
4c6eaaa9-6a21-4616-8fd8-7b8a30236aa4,Zachary Bond,Male,59,westbrad@example.org,西式,花生,無,['魚類'],Expert,High,Chicken,2023-03-28 21:43:25,無,
f5f9c970-a976-4684-8b7d-7375b733dc36,Mary Cole PhD,Male,52,kreyes@example.com,中式,無,無,"['木耳', '小白菜', '紅豆', '南瓜', '透抽', '根莖']",Beginner,High,Chicken,2022-05-10 07:15:26,無,
d3064722-e2de-4f37-ba93-5df1baaef659,Juan Hicks,Male,74,oyang@example.com,歐式,堅果,無,"['烏魚', '蓮子', '皇宮菜', '葉菜', '木耳']",Beginner,High,Eggs,2022-08-10 10:56:25,無,
fd246c15-c3f5-4b85-9466-3dc2aa4c5a2f,Alicia Mcguire,Male,49,erinsaunders@example.com,日式,芹菜,無,"['豬肉', '水蓮', '蛋']",Expert,High,Eggs,2022-10-18 14:14:57,無,
1c4cd152-9ed7-4d0f-959c-a857a41b91ad,Lauren Burton,Female,57,amy11@example.net,日式,大豆,無,"['菱角', '蘆筍', '海藻類', '花椰菜', '貝類']",Beginner,Low,Eggs,2023-04-13 15:11:16,無,
c87dd54d-ea37-4689-a3c8-e1610e9a0893,Lisa Williams,Male,59,dpham@example.org,日式,芥末,無,"['桂竹筍', '蒜頭', '干貝', '烏魚子', '青椒', '貝類']",Beginner,Low,Chicken,2023-05-30 00:27:31,無,
efc13cd0-d46f-451e-92b8-ab9fad20f20f,Stuart Stout,Female,60,carlylane@example.org,印度式,大豆,無,"['洋蔥', '番茄', '羊肉', '薑', '香蕉', '魚類']",Intermediate,Low,Eggs,2022-07-30 17:36:04,無,
ff0f8688-4fc2-4c1e-88ab-41f13991159f,Mr. Robert Armstrong,Female,60,robertsonlori@example.com,印度式,無,無,['牛肉'],Expert,Low,Rice,2023-07-07 21:04:57,無,
4ccdd84e-8963-458a-b6ba-d7351971d301,Kevin Allen,Female,47,jessicaford@example.com,東南亞式,無,無,"['地瓜', '皇帝豆', '茼蒿', '木耳', '豬肉']",Beginner,High,Chicken,2022-10-21 09:44:29,無,
1691f105-988c-43ac-ae85-633b81b651a5,Joshua Pierce,Male,65,reevestammy@example.org,東南亞式,芹菜,無,"['竹筍', '香蕉', '茭白筍', '花白菜', '花椰菜']",Beginner,Low,Eggs,2024-01-07 03:33:18,無,
7136c7b9-1f5a-4d47-adc2-c6384ac6c3ef,Samantha Hall,Male,77,thomas43@example.com,印度式,無,無,"['薑', '紅豆', '貝類']",Expert,Medium,Eggs,2023-07-27 08:13:35,無,
bc951446-2a12-43b2-bcdc-47e4f71325b8,Rachel Thompson,Female,50,kaustin@example.com,中式,牛奶,無,"['小白菜', '蘆筍', '蒲瓜', '酪梨', '秋葵', '鮮蝦']",Intermediate,Low,Rice,2022-08-27 06:10:47,無,
50dd25e7-d4c4-463e-950d-abf99c50c47e,James Davis,Male,80,daltonmarcus@example.org,西式,芝麻,無,"['竹筍', '馬鈴薯']",Expert,High,Chicken,2024-01-11 04:25:00,無,
8d35d1ce-4284-45d3-b2e8-71504cdb3426,Patrick Schultz,Male,58,nathanhoffman@example.org,印度式,蛋,無,"['南瓜', '干貝', '花白菜', '茄子', '青江菜', '洋蔥']",Intermediate,Low,Eggs,2023-12-06 04:59:43,無,
b1088a07-304e-4724-ba6e-bdec7ace1064,Elizabeth Camacho,Male,55,nyoder@example.org,歐式,魚,無,"['葉菜', '水蓮', '桂竹筍', '抱子芥菜', '鮮蝦']",Beginner,Low,Eggs,2023-04-11 12:00:04,無,
69e16266-4055-4f58-b861-7287f4f34cd9,Mr. Grant Pearson,Female,77,jgarza@example.com,韓式,貝類,無,"['蘋果', '水蓮']",Beginner,Medium,Chicken,2023-12-31 09:26:43,無,
6a2f6e65-864c-4ffc-a5c2-74695676ba00,Rose Smith,Male,71,maria76@example.org,中式,小麥,無,"['茼蒿', '金針菇', '紅蔥頭']",Beginner,Low,Rice,2024-04-01 19:27:06,無,
