Vendor ID,Name,Gender,Age,Phone Number,Email Address,Area,Start Time,End Time,Daily Income,Sales Type,Top Selling Products,Product Source,Registration Date,Last Active Time,Rating
a025f00a-e065-4f75-b2eb-5d32f03fd62f,Daniel Harris,Male,27,+1-299-980-6837x3903,taylor52@example.net,Jessicaland,18:03:35,07:21:47,494.66,Credit Card,Herbs,Local Farm,2021-11-06,2024-04-21 10:25:44,4
50f91061-05c9-4a05-b744-03db882201d6,Thomas Smith,Male,41,893.665.0653x5201,rjensen@example.org,North Brianhaven,16:04:53,17:37:19,322.1,Mobile Payment,Organic Produce,Wholesale Market,2021-08-05,2024-04-06 19:10:53,4
9a4dbd19-29d1-4c95-9013-3d0fe1f1dbd7,Erica Krause,Other,59,440.730.5908,janethill@example.net,Johnsonborough,21:21:35,23:57:27,290.64,Mobile Payment,Organic Produce,Local Farm,2020-10-13,2024-04-21 21:55:38,2
67891e52-6bb9-4f7d-8511-1efa9b98cbcc,Bryan Reid,Female,35,834.943.0538x57278,andrewvelazquez@example.com,South Ricardo,23:01:49,18:10:58,287.08,Mobile Payment,Organic Produce,Wholesale Market,2020-03-20,2024-04-06 06:58:21,3
2241cd68-57bc-4ad4-97ae-d460e7617abf,Yolanda Mckee,Female,21,295.309.7298x87065,chris63@example.net,South Michael,22:21:40,11:45:38,445.16,Credit Card,Vegetables,Imported,2019-06-26,2024-04-20 07:50:51,2
ff6fc1e6-cf64-4297-8a01-6cb09990d48b,Peter Mathis,Other,59,001-556-810-5507x7312,mccallwilliam@example.net,Bondfort,22:21:58,22:29:12,122.82,Credit Card,Vegetables,Local Farm,2022-08-13,2024-04-03 09:32:24,1
427e568f-015f-44e5-a01d-031980c06f5b,John Frazier,Other,60,(955)488-5486x8910,stephaniewilson@example.com,Robertside,12:49:43,12:51:12,120.56,Credit Card,Vegetables,Wholesale Market,2019-12-04,2024-04-08 23:35:24,5
a739f86c-3363-4401-b551-b78dae5b0471,Juan Robinson,Female,56,9689534445,lclark@example.org,East Nathanielport,22:51:28,02:01:55,71.44,Credit Card,Vegetables,Wholesale Market,2021-09-16,2024-04-17 19:03:06,2
5e95e0ad-0bcb-4232-83b6-4c897f17ab5b,Jose Ho,Other,55,(777)249-4575,linjoann@example.org,Morganville,15:37:15,18:36:45,358.43,Credit Card,Fruits,Wholesale Market,2022-09-13,2024-04-14 01:49:46,1
5968de86-b7ee-42d4-bdf8-4d4ddc179e49,Kristin Page,Female,55,753-786-4359x27694,alison54@example.org,New Mary,18:15:40,03:01:10,440.07,Cash,Herbs,Local Farm,2022-09-05,2024-04-09 23:32:59,5
c8a6481d-e9a2-432d-941b-f3ce23c8344d,Cassandra Lewis,Other,40,9978614606,jorgeluna@example.com,Walterhaven,14:10:10,04:38:14,330.44,Cash,Herbs,Imported,2023-12-06,2024-04-18 03:04:20,2
636c40a7-f72d-4c89-b135-b533f108196b,Emma Walter,Other,44,+1-869-547-0976x854,kristenrobinson@example.org,New Michaelstad,21:45:09,09:42:54,160.65,Cash,Fruits,Wholesale Market,2019-11-02,2024-04-05 08:45:25,5
7bd56635-407a-4184-9e24-34766a591659,Jose Pierce,Other,21,821-459-0495,jennifer33@example.org,Port Marcusville,16:30:42,09:55:21,478.47,Credit Card,Herbs,Imported,2023-06-22,2024-04-20 22:06:26,4
a5512b59-9218-4283-9613-28fec06ddf79,Cassandra West,Female,28,+1-535-767-2261x677,lisasimpson@example.net,Jenniferchester,01:07:34,23:24:22,362.78,Cash,Vegetables,Wholesale Market,2020-07-19,2024-04-12 03:05:41,4
92ad7020-a888-4f30-a18e-e97ecf36114b,Isaiah Gutierrez,Male,48,470-703-9921x1011,younganthony@example.org,Craigshire,22:03:16,12:27:55,301.5,Cash,Organic Produce,Wholesale Market,2022-06-23,2024-04-23 18:24:58,1
107d6c0a-3961-4373-b91c-a18cc18af170,Jennifer Martinez,Female,28,350.616.9628,kclark@example.net,West Gabrielfort,19:00:48,17:34:05,442.1,Credit Card,Vegetables,Local Farm,2023-10-07,2024-04-22 08:09:14,5
9da66af5-4254-490d-8927-7d1d976a2642,Melinda Manning,Other,38,(522)400-4995x4074,michele13@example.com,Jennaborough,21:23:46,10:19:03,133.11,Cash,Herbs,Imported,2019-11-28,2024-04-18 12:53:57,3
9ca148e3-67e3-4a5e-9382-6c53246b176b,Jeffrey Harris,Male,32,(971)324-3540x12255,kgregory@example.net,Jenniferport,17:30:25,12:44:45,481.15,Mobile Payment,Fruits,Wholesale Market,2021-09-01,2024-04-03 17:07:15,5
8a44ee92-516d-4c96-8f8b-a7a5785d7c9c,Samuel Mccarthy,Female,60,771.952.1164,tannerwright@example.com,South Michaelfurt,00:36:29,21:19:38,378.14,Credit Card,Herbs,Wholesale Market,2021-12-05,2024-04-11 13:26:19,1
abfc2f34-a3d4-44a7-813a-43df68c80e5d,Angel Lee,Male,30,624.836.2327x23180,staceysilva@example.com,West Debramouth,00:53:12,18:38:17,276.3,Cash,Herbs,Local Farm,2019-06-01,2024-04-01 08:25:27,4
024ea0cd-e923-4b0b-a4ba-c8ff9392deb4,Jennifer Collins MD,Male,30,762.520.7222,munozchristopher@example.net,South Juliaberg,19:24:04,08:29:56,201.6,Cash,Herbs,Imported,2022-12-29,2024-04-14 02:33:20,3
bc1636ca-3207-4fa8-84e1-bcda38e38953,Michael Martin,Male,68,474.931.1531x14070,zowens@example.org,North Nancybury,14:44:42,02:29:06,460.08,Mobile Payment,Organic Produce,Wholesale Market,2023-08-08,2024-04-01 05:32:56,3
7174737d-1ac3-47e3-93b9-2c6af75032cd,Steve Brock,Male,44,789-226-7067x3020,kristinspencer@example.net,New Scottview,09:53:47,09:43:25,83.48,Mobile Payment,Herbs,Wholesale Market,2022-08-15,2024-04-07 07:39:57,2
44785923-6c2d-4d32-bade-d351b2d963ca,Ryan Alvarez,Female,42,937-221-6936x046,mary07@example.com,Jensenfort,05:46:02,13:52:03,350.31,Credit Card,Organic Produce,Imported,2023-01-16,2024-04-01 09:20:54,1
8892dbaf-9974-45c7-a67d-1f18d93e9387,James Barry,Male,44,741.574.7969x1036,christinapena@example.com,West Kellitown,12:02:56,13:25:04,477.47,Mobile Payment,Organic Produce,Wholesale Market,2023-02-24,2024-04-23 20:51:58,1
409e76d3-812d-4877-9aeb-0b665f891d35,Donna Delgado,Female,32,001-898-623-4390x98390,rrandall@example.net,East Davidside,21:35:15,12:51:58,364.17,Cash,Fruits,Wholesale Market,2020-08-04,2024-04-24 03:18:05,2
893c4dc3-3a55-41dc-bbe5-9978dfda5310,Shannon Harper,Other,39,001-961-900-8830,holly76@example.org,South Michellemouth,04:21:41,02:51:41,374.23,Mobile Payment,Herbs,Wholesale Market,2021-11-14,2024-04-02 14:04:18,3
ff38668a-2bc4-4c12-bcfe-aa0ebd750133,Mr. Larry Bishop,Other,27,(625)250-3590x0476,felicia14@example.org,East Carmenton,07:37:01,00:09:49,482.13,Credit Card,Herbs,Wholesale Market,2020-02-02,2024-04-03 09:13:16,3
6f822cfe-ec30-45fe-92c0-349ac3b0c2d5,Luis Dyer,Other,65,001-568-223-9579,vincentashley@example.org,Donnatown,18:25:45,13:00:19,374.5,Mobile Payment,Organic Produce,Local Farm,2019-09-23,2024-04-04 23:33:26,4
30034616-3439-425e-93ef-53d081a4f1d3,Christine Morris,Female,42,513.970.6389,desiree26@example.com,Port Gail,18:50:50,17:49:07,442.3,Mobile Payment,Organic Produce,Wholesale Market,2020-10-08,2024-04-15 16:28:02,5
d1046985-0b79-4af9-830d-ea9055b75743,Amanda Parsons,Male,44,001-554-824-9701x374,crowe@example.com,South Karinaton,00:59:34,14:54:02,350.4,Mobile Payment,Herbs,Local Farm,2023-04-27,2024-04-16 10:28:40,3
dbfe81bc-07dc-461b-9699-d9ef72adafb8,Christopher Moore,Other,21,970-505-6021x260,englishashlee@example.org,Theresaberg,20:36:07,00:06:54,240.61,Credit Card,Organic Produce,Imported,2019-07-01,2024-04-21 22:45:37,2
d4342d05-da73-4376-9328-4fd9a48c1b1b,Mark Mcintosh,Male,68,+1-408-546-1536x8102,jarviskristina@example.org,Ericbury,05:06:22,12:23:54,148.04,Mobile Payment,Fruits,Imported,2020-06-03,2024-04-15 01:59:59,5
5e4a5844-a5ab-4b11-ab2e-63aa9356de5e,Denise Doyle,Male,18,+1-237-807-7366x6939,mary97@example.org,West Jacqueline,09:33:52,09:15:55,124.67,Credit Card,Organic Produce,Wholesale Market,2022-11-18,2024-04-24 16:07:28,1
f1415dfc-5853-46cf-b22f-a786af36f9a3,John Payne,Male,64,+1-740-918-9816,clarkchase@example.com,Cookburgh,18:50:58,02:03:55,125.51,Cash,Organic Produce,Local Farm,2019-11-09,2024-04-23 18:01:35,1
3a1d7b76-3c17-47ee-85ef-fae11b3aef83,Daniel Clark,Male,45,001-766-931-5139x5781,qsullivan@example.com,West Thomas,20:06:27,12:24:32,395.24,Credit Card,Fruits,Imported,2020-02-17,2024-04-03 15:34:32,1
b298f84c-13a2-45a3-90d0-b6af276079de,Timothy Keller,Other,23,(932)919-0191,adamsrebekah@example.org,Hoffmanburgh,05:25:05,15:17:27,369.64,Mobile Payment,Herbs,Wholesale Market,2021-04-27,2024-04-05 03:29:14,5
ddcf5e17-2e86-4834-8e31-97cc02fa15e0,Robert Gutierrez,Male,45,(227)622-0853x52131,francisjeremy@example.org,Brendaland,08:51:12,14:36:04,291.09,Credit Card,Organic Produce,Imported,2021-05-07,2024-04-12 06:27:12,3
55a01356-2386-47df-8913-060521a1dbe8,Mrs. Elizabeth Haney MD,Male,24,+1-880-863-6242x076,leejeremy@example.org,Pattersonfort,11:24:39,11:19:45,420.25,Mobile Payment,Fruits,Imported,2022-04-01,2024-04-13 01:15:58,2
cdb36f2e-1ef8-4cbe-bf2e-4b6cf42924fb,Sierra Hart,Male,54,+1-361-339-1698x29434,zstewart@example.net,Greerstad,15:50:09,06:58:39,93.78,Credit Card,Organic Produce,Wholesale Market,2023-01-07,2024-04-24 03:31:01,2
b3361af9-4e98-4c01-9376-f49215429e5b,Cameron Brown,Other,19,+1-998-615-8741x213,anitapage@example.org,Gabrielafort,12:51:36,18:54:55,400.95,Credit Card,Fruits,Wholesale Market,2023-09-13,2024-04-23 00:40:52,5
31214368-ef9f-4951-965d-52792f03f8c1,Danielle Woodward,Other,67,(523)489-1194x65454,lromero@example.org,New Kevin,10:57:24,10:29:24,202.09,Cash,Fruits,Local Farm,2020-06-13,2024-04-21 12:48:05,3
d6e12b8e-1a8e-400e-81b9-b9fc3fdd350a,Robert Carter,Female,59,721-487-0643x28677,yjohnson@example.net,West Kimberlybury,07:11:24,13:29:50,60.02,Mobile Payment,Fruits,Wholesale Market,2022-02-12,2024-04-18 19:53:03,3
3f75e53a-f30e-47e2-aeac-54f3e8de8b96,Russell Russell,Male,44,343-509-1149x13056,goodwinnicole@example.org,Port Kristin,00:55:54,07:19:02,499.9,Credit Card,Herbs,Wholesale Market,2019-08-24,2024-04-09 16:36:14,5
dc75d1fb-d545-41d4-a16a-eaecc311df1d,Christian Brown,Male,58,518-282-9144x52926,martinezaaron@example.com,Smithberg,08:29:02,09:42:31,89.79,Cash,Vegetables,Wholesale Market,2019-06-23,2024-04-19 17:37:45,3
6a1353ca-39a9-4852-95ca-e89d93dab6d2,Andrew Acosta,Male,64,+1-956-349-8054x88450,mitchelltiffany@example.org,Jenniferside,14:36:34,14:19:10,223.41,Cash,Vegetables,Wholesale Market,2021-04-28,2024-04-19 06:43:52,3
6c665707-44e6-488a-bb5b-e9ec89054b0c,Stephanie Cox,Male,64,593.993.6930,adam45@example.com,Belindaland,03:29:00,07:09:54,410.08,Credit Card,Herbs,Wholesale Market,2021-02-06,2024-04-16 14:06:00,5
60a66074-618f-4303-8b3b-5d5ac56b01be,Sydney Melton,Other,66,+1-390-832-9298x72929,edwardanderson@example.org,Benjaminhaven,16:50:16,03:28:16,372.23,Cash,Vegetables,Imported,2024-04-10,2024-04-02 16:06:45,5
3fd10526-9817-451d-bef6-fbbd4f5238e8,Kelsey Gomez MD,Male,38,671-583-8338x6740,myersallen@example.org,Williamfort,00:58:11,03:22:05,275.15,Credit Card,Herbs,Local Farm,2023-04-18,2024-04-10 17:29:20,2
7dea1015-b262-4bbe-9044-306772ec0061,Gavin Perkins,Female,53,549.524.8408x145,gillbrian@example.org,Lindachester,22:52:35,17:03:45,70.34,Mobile Payment,Organic Produce,Local Farm,2021-09-30,2024-04-11 14:02:36,3
a83f4e08-d3ac-406f-9ad6-bc214c558700,David Briggs,Other,50,001-437-406-6380x2416,vgolden@example.org,North Davidland,19:55:36,16:17:07,315.87,Cash,Herbs,Imported,2024-02-18,2024-04-03 03:30:26,2
c9b8776c-7ed1-44f2-9836-e2026ac8976b,Jennifer Johnson,Other,55,240.825.5106x696,stephanie43@example.org,New Stanley,15:23:37,02:15:35,133.68,Credit Card,Vegetables,Wholesale Market,2023-05-24,2024-04-24 11:08:59,4
64b4b066-1fd8-44bb-b9a2-988d36530964,William Russell,Male,53,+1-974-924-4022x9114,dmartin@example.com,Lake Melissa,23:26:02,07:34:43,52.52,Cash,Fruits,Imported,2023-07-18,2024-04-17 00:36:06,2
35612242-df24-4db3-9bfd-396aabb7f6bf,Brittany Miller,Male,41,314-911-3641x283,jadams@example.net,North Steven,17:45:29,19:38:39,207.22,Credit Card,Organic Produce,Imported,2023-01-10,2024-04-21 08:47:15,4
d758497d-cd80-42b9-8096-49e8e733f1ee,Wanda Evans,Male,37,533.323.5697x3085,wrightbrittany@example.net,Lake Brenda,06:07:52,21:34:13,473.05,Mobile Payment,Fruits,Wholesale Market,2021-08-11,2024-04-06 02:01:39,3
800e1f9f-cbaa-4d64-b43a-3a65139f29f4,Crystal Glenn,Other,41,784-546-1859x0036,stacysmith@example.net,West John,13:46:16,14:15:00,286.27,Credit Card,Organic Produce,Local Farm,2021-02-17,2024-04-22 01:41:18,4
137ccd12-50c8-4dea-8d24-02bfa01f7562,Christian Woodward,Male,46,+1-560-908-7915x60717,ygonzalez@example.net,West Johnmouth,22:27:32,22:37:12,328.03,Credit Card,Fruits,Wholesale Market,2023-07-03,2024-04-03 19:29:49,3
b4db58ff-73ba-4868-80d3-e31ab1824fa0,Ryan Taylor,Male,62,302.373.7910x50716,kim02@example.org,Laurenshire,04:08:19,00:17:35,291.82,Cash,Fruits,Local Farm,2023-08-31,2024-04-22 13:31:45,1
8dbb6d53-9599-48d9-b020-828cae9978fb,Keith Blair,Female,34,001-877-474-7857x85110,makaylaarnold@example.com,Anthonyfurt,02:34:12,22:20:56,85.91,Mobile Payment,Fruits,Wholesale Market,2020-04-15,2024-04-11 18:15:13,4
b78272b9-c364-44d9-90e5-39840945be2f,David Patrick,Female,62,368.684.3588x86727,westcassandra@example.org,East Annville,03:40:21,02:23:46,344.14,Mobile Payment,Herbs,Local Farm,2020-12-20,2024-04-10 06:55:11,5
eb46bd49-c350-4990-8d41-8507a4ce08a0,Max Hodges,Female,44,8303494481,jenniferlewis@example.org,New Brucechester,11:09:46,19:46:11,125.41,Credit Card,Fruits,Wholesale Market,2021-01-09,2024-04-07 19:56:52,2
72bff82c-5978-4229-b677-d4f1acf74d8a,Kyle Owens,Other,62,+1-784-357-8367,qchambers@example.net,Conniechester,14:06:35,18:12:58,85.24,Cash,Organic Produce,Local Farm,2021-04-22,2024-04-13 14:12:59,4
eb2f8a1f-e304-432c-8309-aff31d033e1f,Natalie Jackson,Male,28,+1-682-926-1279,gmueller@example.com,Port Markhaven,14:24:12,00:18:30,101.76,Credit Card,Organic Produce,Wholesale Market,2019-12-30,2024-04-10 07:24:31,4
e3c102a5-0b99-46e6-a70f-3b870ddf69e0,Jill Villegas,Female,67,338.593.2612,kathrynray@example.org,South Rebeccaland,17:43:11,03:43:13,432.26,Mobile Payment,Organic Produce,Imported,2021-03-07,2024-04-26 02:18:57,1
3600f475-ed9a-47e1-af78-d1477533cee0,Stephanie Fritz PhD,Female,59,(231)476-7255,keithmitchell@example.com,North Alexanderfurt,23:51:29,20:13:47,58.85,Mobile Payment,Herbs,Imported,2021-05-30,2024-04-15 10:00:58,1
b2aab000-07fe-483f-b2dc-4c60a68eb42a,Carrie Hernandez,Female,42,001-246-738-7102,michaelmccullough@example.com,North Mary,23:22:09,18:40:45,123.11,Mobile Payment,Organic Produce,Local Farm,2024-03-26,2024-04-17 18:33:33,4
4398ba66-fa73-4638-b286-fa5f611727ef,Miranda Osborne,Other,33,001-533-622-0323x0254,rmiranda@example.com,Ericbury,23:19:01,10:39:32,319.81,Mobile Payment,Fruits,Local Farm,2020-01-20,2024-04-12 10:35:45,1
6d91c5ab-8f01-4a09-9518-6eb2e7ba75f4,Hayden Hernandez,Other,54,(218)947-9944x16174,jimenezcheryl@example.com,North Riley,02:33:55,03:53:37,306.09,Cash,Fruits,Wholesale Market,2019-07-27,2024-04-25 09:44:44,4
71ddd4b0-1910-46f7-90be-f372775ee4ad,Mr. Cody Smith,Female,40,+1-890-792-0965x5917,jonesadam@example.net,Chambersmouth,17:04:09,16:08:59,314.46,Mobile Payment,Vegetables,Imported,2022-10-07,2024-04-22 19:35:36,3
4cc6ba18-00b4-4350-8965-d4fedc8c2ba9,Joseph Cox,Other,66,310.756.5048x491,icarpenter@example.com,Thomasview,15:40:57,00:02:55,387.7,Mobile Payment,Vegetables,Imported,2019-08-27,2024-04-19 23:23:59,1
781d365c-3e1c-4987-a02b-3a58223b4207,Shannon Freeman,Male,42,880.769.4334,andrew94@example.com,Port Heatherborough,01:01:02,07:31:05,228.0,Mobile Payment,Vegetables,Local Farm,2023-12-16,2024-04-03 00:57:33,3
81e3f77e-7d3b-4981-b7c0-53998f041909,Lisa Powell,Male,35,(547)553-9870,brendarogers@example.org,Pattontown,23:36:05,12:14:34,242.69,Mobile Payment,Herbs,Wholesale Market,2020-11-14,2024-04-24 17:31:59,3
35a5ee63-54a0-443a-bbee-195e538e2add,Chase Palmer,Female,36,(752)470-5578,samanthaenglish@example.org,East Alexhaven,04:51:00,11:14:15,286.65,Mobile Payment,Vegetables,Wholesale Market,2019-12-27,2024-04-17 13:11:42,3
85f15406-9878-48c8-8948-fd15125d4113,Richard Lewis,Female,51,+1-745-762-8750x833,sabrina98@example.net,Jameschester,00:13:22,01:57:15,431.13,Mobile Payment,Fruits,Imported,2019-10-10,2024-04-06 13:07:36,2
ca44b06e-153b-4a02-9af8-c01c1fe7742e,Todd Petty,Male,70,+1-401-891-6863x08582,joshua31@example.net,Amyton,15:24:11,11:29:14,432.72,Credit Card,Herbs,Imported,2021-11-08,2024-04-20 13:34:37,2
c2c8182b-f99f-45ca-9f23-4651131935e3,Nicole Adkins,Male,40,(303)470-5281x680,nicole82@example.org,Leahtown,07:31:28,11:23:53,228.55,Mobile Payment,Organic Produce,Wholesale Market,2021-08-19,2024-04-07 06:04:46,1
d088b502-9cae-480d-9cfe-5abe684bd474,Louis Oneal,Male,36,9025803366,srose@example.net,Amyside,17:08:24,17:26:31,443.34,Mobile Payment,Vegetables,Wholesale Market,2019-08-25,2024-04-12 05:48:34,4
d3f3c1b0-9005-4d07-b515-1a21824e9235,Jacqueline Hays,Other,68,485.959.7319,anthony22@example.net,Smithbury,05:45:17,17:33:00,68.25,Cash,Organic Produce,Imported,2022-12-11,2024-04-19 13:18:24,1
a378ef40-7be3-4ae5-9111-6a42db299781,Debbie Anderson,Male,68,+1-418-595-2416,jody45@example.com,Angelahaven,02:24:07,13:32:12,289.74,Mobile Payment,Organic Produce,Wholesale Market,2021-02-22,2024-04-12 07:43:50,2
ccea89f3-6ea4-4729-810e-75b7d068ff19,Jamie Merritt,Other,40,455-640-8503x63812,patrick50@example.net,Port Kayla,14:00:23,04:27:52,353.28,Credit Card,Herbs,Local Farm,2021-04-21,2024-04-03 15:10:30,4
d0db05bc-7ab4-4913-add3-76d35642a6f5,Benjamin Reese,Female,69,453-790-9647x67133,thompsonjames@example.net,West Brianhaven,17:08:01,17:32:06,94.26,Credit Card,Herbs,Local Farm,2019-12-22,2024-04-02 16:08:29,4
b0931486-557f-457e-a0a7-6d52462a2825,Raymond Miller,Male,51,+1-572-810-9102x1571,gailsmith@example.net,Stephenside,09:35:56,16:59:13,294.38,Mobile Payment,Organic Produce,Imported,2022-06-11,2024-04-20 07:54:51,3
ab97812e-242f-4228-a64b-06b63ad05d24,Nathan Snyder,Male,38,+1-859-788-9034x9381,melaniejones@example.com,Port Linda,03:54:13,02:24:50,152.66,Mobile Payment,Vegetables,Wholesale Market,2021-05-16,2024-04-19 02:07:46,1
30625231-82b7-45bd-8a0e-a97491c2af76,Diana Perez,Male,27,3039042779,rittercarrie@example.com,Michaelburgh,19:36:48,07:00:32,332.3,Credit Card,Herbs,Wholesale Market,2021-06-21,2024-04-09 11:00:11,2
d3d54315-2ad0-4b43-af22-8543dc846788,Ronald Alvarado,Male,36,431-918-5560x1707,dwilson@example.org,New Kyle,21:52:48,06:33:12,424.29,Mobile Payment,Fruits,Imported,2024-01-06,2024-04-12 21:23:54,1
d8177091-a3db-4a22-9be6-4e04efdb7a5b,Melissa Wolf,Female,62,236.789.0700x184,jcantu@example.org,Smithview,05:47:45,16:01:20,288.51,Cash,Herbs,Imported,2020-10-12,2024-04-09 09:53:19,1
da2a2e65-af7d-4515-9518-e960a4c3a95b,Paul Young,Male,57,+1-993-382-0962x0327,claire17@example.org,Hensonville,14:29:01,03:14:16,495.89,Mobile Payment,Organic Produce,Wholesale Market,2020-06-24,2024-04-10 11:12:50,4
7563a37a-2dc8-42ac-87e2-a3954cc7921e,Beverly Jackson,Female,21,817-406-2083x4830,castillocynthia@example.com,Ruizbury,05:53:11,21:26:27,237.83,Cash,Herbs,Local Farm,2019-12-24,2024-04-03 17:44:03,3
f8170fac-de43-4df3-af56-8d81c0a83dec,Brian Conway,Male,42,6753555515,jessicacook@example.com,East Colleen,16:11:27,07:16:12,287.9,Credit Card,Vegetables,Imported,2020-11-21,2024-04-14 15:04:19,5
53e2aa2f-d02d-49b2-bd6a-7c3afb43fb6c,Allison Taylor,Male,30,439.999.1288x751,john33@example.org,Diamondshire,15:22:19,19:09:52,134.01,Mobile Payment,Organic Produce,Wholesale Market,2022-09-25,2024-04-07 16:43:14,4
3fd50531-fb89-4b21-a106-a4f7efcc91c6,Larry Johnson,Other,53,+1-304-455-0744x657,tannertracy@example.net,South Lisaburgh,21:40:11,01:20:22,92.22,Mobile Payment,Fruits,Imported,2020-05-15,2024-04-04 03:07:09,3
c1335e28-96bd-4b4e-9969-96b3ddbb27e1,Mark Johnson,Male,61,410-892-4693x9778,troy83@example.org,Mccannfurt,06:23:09,11:37:13,124.43,Credit Card,Organic Produce,Local Farm,2022-12-27,2024-04-10 14:17:20,1
991a6ef9-bf2c-4bbe-84c6-f1194091b2e0,Melissa Stevens,Male,42,(890)412-0450x9135,jordan52@example.com,Milesstad,16:03:12,08:03:13,66.11,Mobile Payment,Fruits,Imported,2021-03-31,2024-04-25 13:25:52,2
2ddc1695-9e68-42db-8b5f-ff227519379c,Maria Spencer,Female,32,246-440-2146x96285,mindyewing@example.com,Port Charles,15:48:12,15:21:55,474.45,Credit Card,Vegetables,Imported,2019-06-10,2024-04-11 07:33:41,4
5a562a5f-f08d-49e9-8d83-80a59b27d54c,Louis Cain,Other,21,(715)652-7026x3533,probinson@example.com,Port Amychester,15:54:27,06:30:58,205.38,Credit Card,Fruits,Wholesale Market,2020-05-06,2024-04-08 22:24:26,3
ac474bb4-e3ed-4c4d-95c2-bcb970a66eb5,John Nguyen,Male,30,001-971-572-5938x1201,rubenrodriguez@example.net,Richardhaven,21:18:18,18:06:10,54.46,Credit Card,Fruits,Imported,2022-07-13,2024-04-19 22:07:27,5
3051d9cf-7676-4bcd-bcce-e11748f18a18,Donald Flores,Female,46,001-887-739-9663x34716,calvinfigueroa@example.net,Saramouth,09:16:32,22:21:43,347.12,Credit Card,Fruits,Local Farm,2024-01-11,2024-04-10 23:47:58,3
3f2c96a5-13c2-4d83-91c1-67b124038204,Greg Trevino,Other,44,480.995.3935,latoya28@example.com,Caseyfort,12:53:59,03:50:30,92.37,Cash,Herbs,Wholesale Market,2019-06-05,2024-04-10 09:13:10,3
944f7f75-a638-4be5-953f-678f12834093,Chad Gibson,Other,69,(352)969-1552,clarksonya@example.net,Port Lynn,00:26:57,08:17:44,282.41,Credit Card,Herbs,Imported,2021-03-12,2024-04-19 09:26:39,3
f323df50-00b8-42c8-aa54-1d8c4b4ce2e4,Jacob Bates,Other,39,858-925-6486,darrelltaylor@example.com,Tuckerburgh,05:09:40,19:15:44,219.4,Credit Card,Organic Produce,Imported,2023-03-05,2024-04-24 08:54:20,5
69293a47-2b1f-4e09-9e08-ea23d9efe118,Matthew Nichols,Other,60,957-354-6635x139,jeffery98@example.com,West Robert,09:54:32,12:29:19,371.86,Mobile Payment,Organic Produce,Imported,2020-08-08,2024-04-20 21:10:17,4
4c6b6964-8058-4be1-9677-ddc13029a585,Stephanie Mullins,Other,35,3607020624,timothy78@example.org,South Elizabethton,15:58:10,06:01:44,90.47,Mobile Payment,Organic Produce,Local Farm,2022-11-23,2024-04-02 18:13:42,1
23574d34-8c06-476a-bfb3-d39192789e34,Melissa Mitchell,Other,50,479-870-2545x35044,ellisadam@example.net,Lake Laurenbury,16:11:34,02:36:39,311.46,Cash,Fruits,Wholesale Market,2023-06-09,2024-04-15 00:59:30,3
3c59cb21-af2a-4cb2-bf45-b19e5cc7d30e,Kristen Chambers,Male,56,001-206-703-8605,kbean@example.com,Jamesville,05:51:05,16:28:50,412.31,Mobile Payment,Organic Produce,Imported,2021-10-09,2024-04-21 19:55:54,5
7f2082d2-9491-413f-9f6b-31159e9ab128,Thomas Bradley,Female,22,(791)270-4216,colekaren@example.net,Lifurt,15:53:44,17:58:25,390.84,Cash,Herbs,Local Farm,2019-12-26,2024-04-17 13:51:55,5
3ceb5e55-d4b9-41ba-a804-bebd0454e326,Kimberly Ross,Female,21,+1-428-890-6205,rachel15@example.net,Courtneymouth,11:48:33,09:17:37,301.24,Cash,Vegetables,Wholesale Market,2021-02-05,2024-04-21 16:07:53,4
958ba730-b61c-4018-8bdf-50ca094e753a,Anthony Richardson,Male,37,+1-543-901-6128,znavarro@example.org,Annabury,17:41:10,19:52:04,250.0,Credit Card,Fruits,Imported,2022-05-25,2024-04-23 06:19:28,3
16fe040f-8530-4807-bcb0-9d7ceaddd5e8,Andre Dunn,Other,36,5067416701,shawjared@example.org,Port Brandon,00:51:20,04:19:56,358.16,Credit Card,Organic Produce,Wholesale Market,2022-01-27,2024-04-11 01:00:35,4
6c52ce5b-70e1-4870-b1ee-31180cbd302a,Ashley Reyes,Other,27,753-229-6781,dariusfrancis@example.net,Kimberlyshire,02:50:32,15:05:26,68.92,Credit Card,Fruits,Wholesale Market,2019-12-08,2024-04-03 12:13:02,1
7e53a1de-5d39-43f3-8a1c-489f1c4e1b31,Tyler Kelly,Male,19,(753)655-4979,nicholenelson@example.com,West Mary,17:05:59,06:03:09,185.84,Credit Card,Herbs,Imported,2021-02-01,2024-04-08 12:09:43,1
d0029395-f48e-426f-b9ea-df8da8561354,Robert James,Other,49,+1-911-804-9828,jodi53@example.net,Kristinstad,23:57:16,22:02:22,199.6,Cash,Vegetables,Imported,2022-12-15,2024-04-13 18:50:04,1
bb130528-9a06-419a-aa6d-1ae7bdd79aef,Brittney Daniels,Other,41,001-488-705-0153x5741,frowe@example.org,Cassidybury,06:51:55,03:53:49,414.98,Mobile Payment,Herbs,Local Farm,2022-03-28,2024-04-15 11:21:28,1
4281354b-48fc-4fe2-baad-99ecd9c18ed7,Hannah Hall,Female,69,462.389.3263,lisadyer@example.net,New Donald,00:52:31,07:10:24,58.36,Mobile Payment,Organic Produce,Wholesale Market,2020-07-15,2024-04-10 16:54:52,2
